1,2.1532052141138765e-10
2,3.1139793251608264e-10
3,3.995877869163713e-10
4,4.854449267422796e-10
6,6.525364913291506e-10
10,9.628764753005244e-10
16,1.3763773598482829e-9
25,1.9236446716799915e-9
40,2.6307989062266328e-9
63,3.5418521397078056e-9
100,5.008887403958944e-9
158,7.1431820650761285e-9
251,1.0125780755722935e-8
398,1.3932551395730607e-8
631,1.6589385367498258e-8
1000,1.2114974859944454e-8
1585,5.8006798990382866e-9
