1.02,7.514020439209177e-10
2,7.514020439209177e-10
4,6.38137568596573e-10
6,6.537014812214577e-10
10,6.856017391806757e-10
16,6.541909129624968e-10
25,5.872510402069252e-10
40,5.114961039507621e-10
63,4.369925391892653e-10
100,3.489239915679746e-10
158,3.0051408607803056e-10
251,2.6997862722606013e-10
398,1.8901325333579788e-10
551,1.1594138553583599e-10
1000,6.883993477763678e-11
1278,4.3542046885472054e-11
1585,3.099727412393473e-11
