-2.9455977744236588,"2930/32767"
-2.9448814773513003,"2960/32767"
-2.9441651801625266,"2930/32767"
-2.9434488828573375,"2860/32767"
-2.9427325856685638,"2780/32767"
-2.94201628847979,"2750/32767"
-2.9412999912910163,"2770/32767"
-2.9405836941022425,"2840/32767"
-2.9398673969134688,"2900/32767"
-2.939151099724695,"2920/32767"
-2.9384348025359213,"2880/32767"
-2.9377185053471475,"2820/32767"
-2.9370022081583738,"2770/32767"
-2.9362859109696,"2780/32767"
-2.9355696137808263,"2830/32767"
-2.9348533165920525,"2910/32767"
-2.9341370194032788,"2980/32767"
-2.933420722214505,"2990/32767"
-2.9327044250257313,"2950/32767"
-2.9319881278369575,"2880/32767"
-2.9312718306481838,"2840/32767"
-2.9305555335758253,"2850/32767"
-2.9298392362706362,"2920/32767"
-2.9291229390818625,"3000/32767"
-2.9284066418930887,"3040/32767"
-2.927690344704315,"20/217"
-2.9269740475155412,"2960/32767"
-2.9262577503267675,"2890/32767"
-2.9255414531379937,"410/4681"
-2.92482515594922,"2900/32767"
-2.9241088587604462,"2970/32767"
-2.9233925615716725,"3050/32767"
-2.9226762643828987,"3090/32767"
-2.921959967194125,"3070/32767"
-2.9212436700053512,"20/217"
-2.9205273728165775,"2960/32767"
-2.9198110756278037,"2960/32767"
-2.91909477843903,"430/4681"
-2.918378481133841,"100/1057"
-2.9176621840614825,"3170/32767"
-2.9169458868727087,"3190/32767"
-2.9162295895675197,"450/4681"
-2.9155132924951612,"440/4681"
-2.9147969953063875,"3030/32767"
-2.9140806980011984,"3040/32767"
-2.9133644008124246,"3110/32767"
-2.912648103740066,"3200/32767"
-2.911931806434877,"3250/32767"
-2.9112155092461034,"3250/32767"
-2.910499212173745,"3210/32767"
-2.909782914984971,"3140/32767"
-2.9090666177961975,"3110/32767"
-2.9083503206074237,"3130/32767"
-2.90763402341865,"3200/32767"
-2.906917726113461,"470/4681"
-2.9062014290411025,"3340/32767"
-2.9054851318523287,"3330/32767"
-2.9047688345471396,"3270/32767"
-2.904052537474781,"3190/32767"
-2.9033362402860075,"3160/32767"
-2.9026199429808184,"3200/32767"
-2.9019036457920446,"3280/32767"
-2.901187348719686,"3340/32767"
-2.900471051414497,"3350/32767"
-2.8997547542257234,"3310/32767"
-2.899038457153365,"3240/32767"
-2.898322159848176,"3180/32767"
-2.897605862659402,"3180/32767"
-2.8968895654706284,"460/4681"
-2.8961732682818546,"3300/32767"
-2.895456971093081,"480/4681"
-2.894740673904307,"3370/32767"
-2.8940243767155334,"3320/32767"
-2.8933080795267596,"3250/32767"
-2.892591782337986,"3200/32767"
-2.891875485149212,"460/4681"
-2.8911591879604384,"3280/32767"
-2.8904428906552493,"3370/32767"
-2.889726593699306,"110/1057"
-2.889010296394117,"3400/32767"
-2.8882939992053434,"3330/32767"
-2.887577702132985,"3260/32767"
-2.886861404827796,"460/4681"
-2.886145107639022,"3250/32767"
-2.8854288105666637,"3320/32767"
-2.8847125132614746,"3390/32767"
-2.883996216072701,"490/4681"
-2.883279918883927,"110/1057"
-2.8825636216951533,"3340/32767"
-2.8818473245063796,"3280/32767"
-2.881131027317606,"3260/32767"
-2.880414730128832,"470/4681"
-2.8796984329400583,"3380/32767"
-2.8789821357512846,"3460/32767"
-2.878265838562511,"3490/32767"
-2.877549541373737,"3450/32767"
-2.876833244068548,"3380/32767"
-2.8761169469961896,"3330/32767"
-2.875400649807416,"3340/32767"
-2.8746843525022268,"3420/32767"
-2.8739680554298683,"3510/32767"
-2.8732517581246793,"3580/32767"
-2.8725354609359055,"3600/32767"
-2.871819163863547,"510/4681"
-2.871102866558358,"3520/32767"
-2.8703865693695843,"500/4681"
-2.869670272297226,"3520/32767"
-2.8689539749920367,"3610/32767"
-2.8682376779196783,"530/4681"
-2.8675213807309046,"3770/32767"
-2.866805083542131,"3760/32767"
-2.866088786353357,"530/4681"
-2.8653724891645833,"520/4681"
-2.8646561919758096,"3620/32767"
-2.863939894787036,"3660/32767"
-2.8632235974818467,"3740/32767"
-2.8625073004094883,"3810/32767"
-2.8617910032207146,"3830/32767"
-2.8610747059155255,"3800/32767"
-2.860358408843167,"3730/32767"
-2.859642111537978,"3660/32767"
-2.8589258143492042,"3660/32767"
-2.858209517276846,"3700/32767"
-2.8574932199716567,"3770/32767"
-2.856776922782883,"3840/32767"
-2.8560606257105245,"550/4681"
-2.8553443284053355,"3790/32767"
-2.8546280312165617,"530/4681"
-2.8539117341442033,"3650/32767"
-2.853195436839014,"3650/32767"
-2.8524791396502405,"3700/32767"
-2.8517628424614667,"540/4681"
-2.851046545272693,"3830/32767"
-2.850330248083919,"3810/32767"
-2.84961395077873,"3750/32767"
-2.8488976537063717,"3670/32767"
-2.848181356517598,"3630/32767"
-2.847465059328824,"3660/32767"
-2.846748762256466,"3730/32767"
-2.8460324649512767,"3820/32767"
-2.845316167762503,"3870/32767"
-2.8445998706901445,"3860/32767"
-2.8438835733849555,"3800/32767"
-2.8431672761961817,"3740/32767"
-2.8424509791238233,"120/1057"
-2.841734681818634,"3770/32767"
-2.8410183846298604,"3870/32767"
-2.840302087557502,"3960/32767"
-2.839585790252313,"570/4681"
-2.838869493063539,"3960/32767"
-2.8381531958747654,"3890/32767"
-2.8374368986859917,"3840/32767"
-2.836720601497218,"550/4681"
-2.836004304192029,"560/4681"
-2.8352880071196704,"4010/32767"
-2.8345717099308967,"4090/32767"
-2.8338554126257076,"4110/32767"
-2.833139115553349,"4080/32767"
-2.8324228183645754,"130/1057"
-2.8317065210593864,"4000/32767"
-2.830990223987028,"4020/32767"
-2.830273926798254,"4100/32767"
-2.829557629493065,"600/4681"
-2.8288413324207067,"4280/32767"
-2.8281250351155176,"4280/32767"
-2.827408737926744,"4230/32767"
-2.8266924408543854,"4170/32767"
-2.8259761436656117,"4150/32767"
-2.825259846476838,"4190/32767"
-2.824543549288064,"4290/32767"
-2.8238272520992904,"4380/32767"
-2.8231109549105167,"4420/32767"
-2.8223946576053276,"630/4681"
-2.821678360532969,"4350/32767"
-2.8209620633441954,"4300/32767"
-2.8202457660390063,"4300/32767"
-2.819529468966648,"4350/32767"
-2.818813171777874,"4440/32767"
-2.818096874472685,"30/217"
-2.8173805774003267,"4570/32767"
-2.816664280211553,"30/217"
-2.815947982906364,"4470/32767"
-2.8152316858340054,"4420/32767"
-2.8145153885288163,"4420/32767"
-2.8137990913400426,"4490/32767"
-2.813082794267684,"4590/32767"
-2.812366496962495,"150/1057"
-2.8116501997737213,"4660/32767"
-2.810933902701363,"4610/32767"
-2.810217605396174,"650/4681"
-2.8095013082074,"4520/32767"
-2.8087850110186263,"4560/32767"
-2.8080687138298526,"4640/32767"
-2.807352416641079,"4720/32767"
-2.806636119452305,"4780/32767"
-2.8059198222635313,"4770/32767"
-2.805203525191173,"4710/32767"
-2.804487227885984,"150/1057"
-2.8037709308136254,"4630/32767"
-2.8030546336248516,"4670/32767"
-2.8023383363196626,"680/4681"
-2.801622039247304,"4860/32767"
-2.800905741942115,"4890/32767"
-2.8001894447533413,"4850/32767"
-2.799473147680983,"4770/32767"
-2.798756850375794,"4700/32767"
-2.79804055318702,"670/4681"
-2.7973242561146616,"4740/32767"
-2.7966079588094725,"4810/32767"
-2.795891661620699,"4870/32767"
-2.7951753645483404,"4880/32767"
-2.7944590672431513,"4840/32767"
-2.7937427700543775,"4770/32767"
-2.793026472865604,"4730/32767"
-2.79231017567683,"4750/32767"
-2.7915938784880563,"4820/32767"
-2.790877581182867,"4920/32767"
-2.790161284110509,"4990/32767"
-2.789444986921735,"4990/32767"
-2.788728689616546,"4930/32767"
-2.7880123925441875,"4860/32767"
-2.787296095355414,"690/4681"
-2.7865797980502247,"4870/32767"
-2.785863500861451,"710/4681"
-2.7851472037890925,"5070/32767"
-2.7844309064839035,"5130/32767"
-2.783714609411545,"5140/32767"
-2.7829983122227713,"5100/32767"
-2.7822820150339975,"5050/32767"
-2.781565717961639,"5070/32767"
-2.78084942065645,"5130/32767"
-2.7801331234676763,"5220/32767"
-2.7794168262789025,"760/4681"
-2.7787005290901288,"5380/32767"
-2.777984231901355,"5350/32767"
-2.777267934596166,"5290/32767"
-2.7765516375238075,"5240/32767"
-2.7758353403350338,"5240/32767"
-2.7751190430298447,"5310/32767"
-2.7744027459574863,"5420/32767"
-2.7736864487687125,"5480/32767"
-2.7729701514635234,"5490/32767"
-2.772253854391165,"5450/32767"
-2.7715375572023913,"5380/32767"
-2.770821259897202,"5340/32767"
-2.7701049627084284,"5380/32767"
-2.76938866563607,"5450/32767"
-2.768672368330881,"5540/32767"
-2.767956071142107,"800/4681"
-2.7672397739533334,"800/4681"
-2.7665234767645597,"790/4681"
-2.765807179575786,"5470/32767"
-2.765090882387012,"5430/32767"
-2.7643745851982384,"780/4681"
-2.7636582880094647,"5540/32767"
-2.7629419909371062,"5630/32767"
-2.7622256937483325,"5660/32767"
-2.7615093964431434,"5630/32767"
-2.760793099370785,"5560/32767"
-2.7600768021820112,"5500/32767"
-2.759360504876822,"5490/32767"
-2.7586442078044637,"5560/32767"
-2.75792791061569,"5640/32767"
-2.757211613310501,"5710/32767"
-2.756495316354558,"5750/32767"
-2.7557790190493687,"5730/32767"
-2.755062721860595,"5660/32767"
-2.7543464246718212,"5630/32767"
-2.7536301274830475,"5650/32767"
-2.7529138302942737,"5720/32767"
-2.7521975329890846,"5840/32767"
-2.751481235916726,"5940/32767"
-2.7507649387279525,"5960/32767"
-2.7500486414227634,"5930/32767"
-2.749332344350405,"190/1057"
-2.748616047161631,"5870/32767"
-2.747899749856442,"5930/32767"
-2.7471834527840837,"6050/32767"
-2.74646715559531,"6170/32767"
-2.745750858290121,"6250/32767"
-2.7450345612177625,"6270/32767"
-2.7443182640289887,"6250/32767"
-2.7436019667237996,"6210/32767"
-2.742885669535026,"890/4681"
-2.742169372346252,"900/4681"
-2.7414530751574784,"6410/32767"
-2.7407367779687046,"6520/32767"
-2.740020480896346,"6590/32767"
-2.7393041837075724,"6570/32767"
-2.7385878864023834,"6530/32767"
-2.737871589330025,"6490/32767"
-2.737155292141251,"6480/32767"
-2.736438994836062,"6550/32767"
-2.7357226977637037,"6660/32767"
-2.73500640057493,"6730/32767"
-2.734290103269741,"6740/32767"
-2.7335738061973824,"6710/32767"
-2.7328575090086087,"6640/32767"
-2.7321412117034196,"6590/32767"
-2.731424914514646,"6620/32767"
-2.7307086174422874,"6690/32767"
-2.7299923201370984,"6770/32767"
-2.7292760229483246,"6840/32767"
-2.728559725759551,"6850/32767"
-2.727843428570777,"970/4681"
-2.7271271313820034,"6730/32767"
-2.7264108341932296,"6700/32767"
-2.725694537004456,"6730/32767"
-2.724978239815682,"6830/32767"
-2.7242619426269084,"6940/32767"
-2.7235456454381346,"6990/32767"
-2.722829348249361,"6980/32767"
-2.722113051060587,"6920/32767"
-2.7213967538718133,"6870/32767"
-2.7206804566830396,"6870/32767"
-2.719964159494266,"6950/32767"
-2.719247862305492,"7050/32767"
-2.7185315651167183,"1020/4681"
-2.71781526804436,"7190/32767"
-2.717098970855586,"7190/32767"
-2.716382673550397,"230/1057"
-2.7156663763616233,"7120/32767"
-2.7149500791728496,"1020/4681"
-2.714233781984076,"7220/32767"
-2.713517484795302,"7340/32767"
-2.7128011876065283,"240/1057"
-2.7120848904177546,"7470/32767"
-2.711368593228981,"7450/32767"
-2.710652296040207,"1060/4681"
-2.7099359988514333,"7390/32767"
-2.7092197016626596,"7430/32767"
-2.708503404473886,"7540/32767"
-2.707787107285112,"7640/32767"
-2.7070708100963383,"1100/4681"
-2.7063545129075646,"7720/32767"
-2.705638215718791,"7680/32767"
-2.7049219184136017,"7620/32767"
-2.7042056213412433,"7620/32767"
-2.7034893241524696,"7680/32767"
-2.7027730268472805,"7760/32767"
-2.702056729774922,"7870/32767"
-2.7013404325861483,"7940/32767"
-2.7006241352809592,"7920/32767"
-2.6999078380921855,"7880/32767"
-2.699191541019827,"1120/4681"
-2.698475243714638,"1120/4681"
-2.6977589466422796,"1130/4681"
-2.697042649453506,"8040/32767"
-2.696326352264732,"1160/4681"
-2.6956100550759583,"8160/32767"
-2.6948937578871845,"8160/32767"
-2.694177460698411,"8110/32767"
-2.693461163509637,"8080/32767"
-2.6927448663208633,"8130/32767"
-2.6920285691320895,"8220/32767"
-2.6913122718269005,"8310/32767"
-2.690595974754542,"8410/32767"
-2.6898796775657683,"8440/32767"
-2.689163380260579,"1200/4681"
-2.6884470830718055,"8350/32767"
-2.687730785999447,"1190/4681"
-2.687014488694258,"8360/32767"
-2.686298191505484,"8460/32767"
-2.685581894433126,"8590/32767"
-2.6848655971279367,"8640/32767"
-2.684149299939163,"8640/32767"
-2.6834330028668045,"1230/4681"
-2.6827167055616155,"8560/32767"
-2.6820004083728417,"8550/32767"
-2.681284111184068,"8620/32767"
-2.680567813995294,"8720/32767"
-2.6798515168065205,"8810/32767"
-2.6791352195013314,"8870/32767"
-2.678418922428973,"8870/32767"
-2.677702625240199,"8810/32767"
-2.67698632793501,"8780/32767"
-2.676270030979067,"8800/32767"
-2.675553733673878,"8870/32767"
-2.674837436485104,"290/1057"
-2.6741211394127458,"1300/4681"
-2.6734048421075567,"9140/32767"
-2.672688544918783,"9140/32767"
-2.6719722478464245,"9120/32767"
-2.6712559505412354,"1300/4681"
-2.6705396533524617,"9150/32767"
-2.669823356163688,"9280/32767"
-2.669107058974914,"9390/32767"
-2.6683907617861404,"9480/32767"
-2.6676744645973667,"1360/4681"
-2.666958167408593,"9500/32767"
-2.666241870219819,"1350/4681"
-2.6655255730310454,"9470/32767"
-2.6648092758422717,"9510/32767"
-2.664092978653498,"1370/4681"
-2.663376681348309,"9700/32767"
-2.6626603842759504,"9780/32767"
-2.6619440870871767,"9760/32767"
-2.6612277897819876,"9720/32767"
-2.660511492709629,"9670/32767"
-2.65979519540444,"9650/32767"
-2.6590788982156663,"9710/32767"
-2.658362601143308,"9830/32767"
-2.657646303838119,"9910/32767"
-2.656930006649345,"1420/4681"
-2.6562137095769867,"9930/32767"
-2.655497412388213,"1410/4681"
-2.654781115199439,"9830/32767"
-2.65406481789425,"1410/4681"
-2.6533485208218917,"1420/4681"
-2.652632223633118,"10040/32767"
-2.651915926444344,"10140/32767"
-2.6511996292555704,"10180/32767"
-2.6504833320667966,"10140/32767"
-2.6497670347616076,"10100/32767"
-2.649050737689249,"10090/32767"
-2.6483344405004754,"10110/32767"
-2.6476181431952863,"10200/32767"
-2.646901846122928,"10320/32767"
-2.646185548817739,"10380/32767"
-2.645469251628965,"10380/32767"
-2.6447529545566066,"1480/4681"
-2.6440366572514176,"10310/32767"
-2.643320360062644,"10300/32767"
-2.6426040629902854,"10370/32767"
-2.6418877656850963,"10450/32767"
-2.6411714684963226,"10530/32767"
-2.640455171307549,"10600/32767"
-2.639738874118775,"10590/32767"
-2.6390225769300013,"10520/32767"
-2.6383062797412276,"10480/32767"
-2.637589982552454,"10470/32767"
-2.63687368536368,"10510/32767"
-2.6361573881749063,"10600/32767"
-2.6354410909861326,"10700/32767"
-2.634724793797359,"10700/32767"
-2.634008496608585,"10670/32767"
-2.6332921995362266,"10630/32767"
-2.6325759022310375,"10580/32767"
-2.631859605042264,"10600/32767"
-2.6311433079699054,"10700/32767"
-2.6304270106647163,"10790/32767"
-2.6297107134759425,"50/151"
-2.628994416403584,"10890/32767"
-2.628278119098395,"10860/32767"
-2.6275618219096213,"10790/32767"
-2.626845524837263,"1540/4681"
-2.626129227532074,"10810/32767"
-2.6254129303433,"10880/32767"
-2.6246966331545263,"1570/4681"
-2.6239803359657525,"11070/32767"
-2.623264038776979,"11050/32767"
-2.622547741588205,"11010/32767"
-2.6218314443994313,"10970/32767"
-2.6211151472106575,"10940/32767"
-2.6203988500218838,"1570/4681"
-2.61968255283311,"11100/32767"
-2.6189662556443363,"11170/32767"
-2.618249958339147,"1600/4681"
-2.6175336612667888,"1600/4681"
-2.616817364078015,"11150/32767"
-2.616101066772826,"11100/32767"
-2.6153847697004675,"1590/4681"
-2.6146684725116938,"11190/32767"
-2.6139521752065047,"1610/4681"
-2.6132358781341463,"11380/32767"
-2.6125195809453725,"11430/32767"
-2.6118032837565988,"11400/32767"
-2.611086986567825,"11370/32767"
-2.6103706893790513,"11360/32767"
-2.6096543921902775,"11370/32767"
-2.6089380948850884,"370/1057"
-2.60822179781273,"11600/32767"
-2.6075055006239563,"11670/32767"
-2.6067892034351825,"1670/4681"
-2.6060729062464087,"11680/32767"
-2.605356609057635,"11630/32767"
-2.604640311752446,"1660/4681"
-2.6039240146800875,"1670/4681"
-2.6032077174913137,"380/1057"
-2.6024914201861247,"11870/32767"
-2.6017751231137662,"11960/32767"
-2.6010588259249925,"11980/32767"
-2.6003425286198034,"11930/32767"
-2.599626231547445,"11930/32767"
-2.598909934242256,"11960/32767"
-2.598193637053482,"12010/32767"
-2.5974773399811237,"12140/32767"
-2.5967610426759347,"12280/32767"
-2.596044745487161,"1760/4681"
-2.595328448298387,"12330/32767"
-2.5946121511096134,"12330/32767"
-2.5938958539208397,"12300/32767"
-2.593179556732066,"12330/32767"
-2.592463259543292,"1780/4681"
-2.5917469624709337,"12570/32767"
-2.5910306651657447,"12650/32767"
-2.590314368093386,"12730/32767"
-2.5895980709046125,"12730/32767"
-2.5888817735994234,"12680/32767"
-2.588165476527065,"12700/32767"
-2.587449179221876,"12750/32767"
-2.586732882033102,"12830/32767"
-2.5860165849607437,"12960/32767"
-2.5853002876555546,"13070/32767"
-2.584583990466781,"1870/4681"
-2.5838676933944225,"13080/32767"
-2.5831513960892334,"13080/32767"
-2.5824350989004596,"13080/32767"
-2.581718801828101,"13140/32767"
-2.581002504522912,"13280/32767"
-2.5802862073341384,"13380/32767"
-2.5795699101453646,"1920/4681"
-2.578853612956591,"13490/32767"
-2.578137315767817,"13460/32767"
-2.577421018462628,"13430/32767"
-2.5767047213902696,"13480/32767"
-2.575988424201496,"13560/32767"
-2.575272126896307,"440/1057"
-2.5745558298239484,"13770/32767"
-2.5738395326351746,"13840/32767"
-2.5731232353299855,"13820/32767"
-2.572406938257627,"13800/32767"
-2.5716906410688534,"13800/32767"
-2.5709743437636643,"13800/32767"
-2.570258046807721,"13900/32767"
-2.569541749502532,"14040/32767"
-2.5688254523137584,"14120/32767"
-2.5681091552414,"14160/32767"
-2.567392857936211,"14180/32767"
-2.566676560747437,"2020/4681"
-2.5659602635586634,"14130/32767"
-2.5652439663698896,"2030/4681"
-2.564527669181116,"14300/32767"
-2.563811371875927,"14390/32767"
-2.5630950748035684,"14500/32767"
-2.5623787776147946,"14530/32767"
-2.5616624803096055,"14480/32767"
-2.560946183237247,"14470/32767"
-2.5602298860484733,"14470/32767"
-2.5595135887432843,"2070/4681"
-2.5587972915545105,"14600/32767"
-2.558080994482152,"14720/32767"
-2.557364697176963,"14740/32767"
-2.5566483999881893,"14740/32767"
-2.555932102915831,"14720/32767"
-2.5552158056106418,"14670/32767"
-2.554499508421868,"14670/32767"
-2.5537832112330943,"2110/4681"
-2.5530669140443205,"14860/32767"
-2.5523506168555468,"14920/32767"
-2.551634319666773,"14990/32767"
-2.5509180224779993,"2140/4681"
-2.5502017252892255,"14930/32767"
-2.549485428216867,"14950/32767"
-2.5487691310280933,"15000/32767"
-2.5480528337229043,"15060/32767"
-2.547336536650546,"15200/32767"
-2.546620239461772,"15310/32767"
-2.545903942156583,"15320/32767"
-2.5451876449678092,"15310/32767"
-2.544471347895451,"15310/32767"
-2.5437550505902617,"15270/32767"
-2.543038753401488,"15310/32767"
-2.5423224563291296,"15430/32767"
-2.5416061590239405,"15520/32767"
-2.5408898618351667,"15570/32767"
-2.540173564646393,"2230/4681"
-2.5394572674576192,"15580/32767"
-2.5387409702688455,"15530/32767"
-2.5380246730800717,"15570/32767"
-2.537308375891298,"15640/32767"
-2.5365920787025242,"15700/32767"
-2.5358757815137505,"15840/32767"
-2.5351594843249767,"15930/32767"
-2.534443187136203,"15920/32767"
-2.5337268899474292,"15910/32767"
-2.5330105927586555,"15910/32767"
-2.5322942955698817,"15900/32767"
-2.531577998381108,"15990/32767"
-2.5308617011923342,"16130/32767"
-2.530145403887145,"16210/32767"
-2.5294291068147867,"16250/32767"
-2.528712809626013,"16280/32767"
-2.527996512437239,"2320/4681"
-2.5272802152484655,"16230/32767"
-2.5265639180596917,"16320/32767"
-2.525847620870918,"16410/32767"
-2.525131323682144,"16500/32767"
-2.5244150264933705,"16630/32767"
-2.5236987293045967,"16670/32767"
-2.522982432115823,"16630/32767"
-2.522266134927049,"16630/32767"
-2.5215498377382755,"16650/32767"
-2.5208335405495017,"2380/4681"
