-247.51287139679334,1.2436659436513675,1.9500699829547703,1.9500699829547703
-247.3923572097192,1.243824685554831,1.9496194093439432,1.9496194093439432
-247.2718429089582,1.2439935801173416,1.9490519641879436,1.9490519641879436
-247.15132860819722,1.2441694146658566,1.9483773468025787,1.9483773468025787
-247.03081430743623,1.2443504573745354,1.9476113121900815,1.9476113121900815
-246.91030012036208,1.2445341529707705,1.9467746032511621,1.9467746032511621
-246.7897858196011,1.244720174620298,1.9458879164660123,1.9458879164660123
-246.6692715188401,1.2449095873418012,1.94496504593878,1.94496504593878
-246.54875721807912,1.2451012449830534,1.9440103944458866,1.9440103944458866
-246.42824303100497,1.2452922676965468,1.9430185774605357,1.9430185774605357
-246.30772873024398,1.2454790157735174,1.941976532136441,1.941976532136441
-246.187214429483,1.24565846006562,1.9408654506043939,1.9408654506043939
-246.066700128722,1.2458273872599774,1.9396643379525729,1.9396643379525729
-245.94618594164785,1.245983472245458,1.9383569087532313,1.9383569087532313
-245.82567164088687,1.246129507052896,1.9369314672174203,1.9369314672174203
-245.70515734012588,1.246268855823076,1.9353817113080232,1.9353817113080232
-245.5846430393649,1.2464029530021372,1.9337118522722099,1.9337118522722099
-245.46412885229074,1.2465349634941614,1.9319340449924802,1.9319340449924802
-245.34361455152975,1.246667010436887,1.930065772165063,1.930065772165063
-245.22310025076877,1.246798743195807,1.9281270971673385,1.9281270971673385
-245.10258595000778,1.246928095448423,1.9261367187055332,1.9261367187055332
-244.98207176293363,1.2470517355345452,1.9241116522247708,1.9241116522247708
-244.86155746217264,1.2471681066675526,1.9220620736275784,1.9220620736275784
-244.74104316141165,1.2472743097649261,1.9199890486187174,1.9199890486187174
-244.62052886065067,1.2473654650203359,1.9178888499986224,1.9178888499986224
-244.50001467357652,1.2474399734215365,1.9157517546523068,1.9157517546523068
-244.37950037281553,1.2474964215021103,1.9135635149271877,1.9135635149271877
-244.25898607205454,1.247531585741745,1.91131054375662,1.91131054375662
-244.13847177129355,1.2475424038803067,1.9089829143965782,1.9089829143965782
-244.0179575842194,1.2475256692512933,1.9065782486036666,1.9065782486036666
-243.89744328345841,1.2474797251300698,1.9041002615400666,1.9041002615400666
-243.77692898269743,1.2474024056852417,1.9015574228961192,1.9015574228961192
-243.65641468193644,1.2472914821080996,1.8989652986786534,1.8989652986786534
-243.5359004948623,1.2471501715559508,1.8963409689852908,1.8963409689852908
-243.4153861941013,1.2469838228686212,1.8936990004585872,1.8936990004585872
-243.29487189334031,1.2467980736045428,1.8910523530203063,1.8910523530203063
-243.17435759257933,1.2466018777227792,1.8884098385831043,1.8884098385831043
-243.05384340550518,1.2464057813558413,1.8857762534522298,1.8857762534522298
-242.9333291047442,1.246221187061137,1.883151428066782,1.883151428066782
-242.8128148039832,1.2460579587995406,1.8805308689923153,1.8805308689923153
-242.6923005032222,1.2459228500994715,1.877911462436322,1.877911462436322
-242.57178631614806,1.2458217791875676,1.875290065059702,1.875290065059702
-242.45127201538708,1.2457547335000807,1.8726638225091452,1.8726638225091452
-242.3307577146261,1.2457139158129598,1.8700348688935102,1.8700348688935102
